email,phone_number,age,age_group,credit_score,family_background,income,intent,comments
jessica14@example.com,+91 8947163806,30,26-35,580,Married,705269.69,Low,"Currently happy with existing solution, just exploring"
ithompson@example.net,+91 8700590505,43,36-45,788,Single Parent,1253746.53,High,Comparing different premium options but leaning towards your product
alyssa42@example.com,+91 9254590681,22,18-25,694,Single,364364.66,Low,"Not the decision maker, just gathering information"
scoffey@example.net,+91 6662202233,55,46-55,820,Single Parent,1451674.68,High,"Budget approved by management, ready to proceed"
linda71@example.org,+91 7023594373,37,36-45,807,Married with Children,1178133.66,Low,Need to understand if this is really necessary for us
michelleramsey@example.com,+91 8726982951,22,18-25,655,Single,650508.9,Low,Will consider in the future when business grows
christopher60@example.com,+91 7579365917,44,36-45,767,Married with Children,1854623.56,High,"Very interested in premium products, please schedule a demo"
gibsonemily@example.net,+91 9330824575,36,36-45,786,Married with Children,2270930.01,High,Ready to make a purchase decision within this week
brenda51@example.net,+91 6601088692,60,56-65,741,Married,1691866.43,High,"My colleague recommended your service, very interested"
thomasharvey@example.net,+91 7989688231,20,18-25,640,Single,711958.64,Low,"Timeline is flexible, but quality is most important factor"
rose31@example.net,+91 9189150212,19,18-25,615,Married,982626.08,Low,"Looking for basic options only, nothing too complex"
tblankenship@example.net,+91 8519766700,30,26-35,610,Single,359213.67,Low,"Heard about your company, wanted to check what you offer"
cwilson@example.org,+91 9469634233,35,26-35,677,Single,522742.47,Low,"Price is a major concern, looking for budget-friendly options"
wendy11@example.org,+91 7145326153,59,56-65,788,Married,903005.31,High,"Willing to pay for quality service, budget is not a constraint"
paulwatson@example.net,+91 8838311436,50,46-55,732,Married,797948.37,Low,"Not ready to make a decision, still in research phase"
umatthews@example.org,+91 6424139117,42,36-45,582,Divorced,1181156.35,High,"Willing to pay for quality service, budget is not a constraint"
fpena@example.net,+91 8910004961,39,36-45,678,Married,840139.12,Low,"Price is a major concern, looking for budget-friendly options"
rcrosby@example.org,+91 6153589970,44,36-45,781,Married with Children,1217138.61,High,"My colleague recommended your service, very interested"
jeff73@example.com,+91 9181981789,25,18-25,762,Married,1034449.44,High,"Had a great experience with your competitor, want to switch"
pollardmichael@example.net,+91 8181436749,40,36-45,735,Married with Children,1395097.97,High,"Impressed with your product features, let's discuss pricing"
bruce43@example.org,+91 7335378033,58,56-65,781,Married,2082025.41,High,"Attended your webinar, convinced about the value proposition"
ndavis@example.net,+91 9066085143,36,36-45,698,Married,1177798.8,Low,"Timeline is flexible, but quality is most important factor"
williamsmatthew@example.org,+91 8732485851,44,36-45,726,Married with Children,1670493.81,High,Ready to make a purchase decision within this week
caseyhubbard@example.org,+91 6940013572,28,26-35,650,Married,552778.93,Low,Budget constraints prevent immediate purchase
lisahall@example.org,+91 9252585345,33,26-35,700,Single,1051076.12,High,"Willing to pay for quality service, budget is not a constraint"
ramireztracey@example.org,+91 9262699512,49,46-55,766,Married with Children,2257503.56,High,"Budget approved by management, ready to proceed"
lauren10@example.org,+91 9576638952,60,56-65,777,Married,781742.52,High,"Budget approved by management, ready to proceed"
howardkristina@example.net,+91 9069586618,31,26-35,713,Married,503770.91,Low,Need references from similar companies in our industry
alfred40@example.org,+91 6237825945,41,36-45,719,Married with Children,1541621.66,High,"My colleague recommended your service, very interested"
vfox@example.org,+91 8153004130,41,36-45,774,Married,1571860.29,High,Ready to make a purchase decision within this week
xwest@example.net,+91 9723138123,42,36-45,794,Divorced,1255259.92,High,"Attended your webinar, convinced about the value proposition"
hayesjeffrey@example.net,+91 9319460996,31,26-35,680,Married with Children,533176.88,Low,"Timeline is flexible, but quality is most important factor"
acostaregina@example.net,+91 6890945685,24,18-25,762,Single,552734.32,Low,Budget constraints prevent immediate purchase
stephen00@example.com,+91 8154909313,33,26-35,643,Married,1360866.56,High,"My colleague recommended your service, very interested"
gsimmons@example.com,+91 6662608954,45,36-45,706,Married with Children,2377729.69,High,Ready to make a purchase decision within this week
fjones@example.com,+91 8925522776,29,26-35,682,Single,308441.04,Low,"Not ready to make a decision, still in research phase"
cameronhill@example.net,+91 9848665185,40,36-45,680,Married with Children,1374175.12,High,"My colleague recommended your service, very interested"
oscar98@example.com,+91 6983865481,57,56-65,820,Divorced,648480.14,Low,"Heard about your company, wanted to check what you offer"
bwagner@example.org,+91 6730381297,43,36-45,736,Married with Children,1498431.32,High,Looking for high-quality solutions for my business needs
farrelldebra@example.net,+91 7611862264,51,46-55,728,Single Parent,1051520.43,High,"Had a great experience with your competitor, want to switch"
russellbeasley@example.com,+91 8752160230,68,65+,666,Married,1114620.55,High,"Attended your webinar, convinced about the value proposition"
maria66@example.net,+91 9276654974,66,65+,817,Married,953046.74,High,Expansion plans require robust solution like yours
edwardslarry@example.com,+91 6160486617,53,46-55,804,Married with Children,1932693.53,High,"My colleague recommended your service, very interested"
stephanie71@example.org,+91 8497063454,21,18-25,450,Single,387181.61,Low,"Currently happy with existing solution, just exploring"
daviscolin@example.net,+91 7172642072,36,36-45,741,Married with Children,968243.19,High,Expansion plans require robust solution like yours
lisa80@example.net,+91 8181262852,35,26-35,605,Single,500887.71,Low,"Price is a major concern, looking for budget-friendly options"
elizabeth65@example.net,+91 6549586998,33,26-35,776,Married,1344774.85,Low,"Not ready to make a decision, still in research phase"
uparrish@example.org,+91 6346431139,54,46-55,739,Single Parent,508640.17,High,Comparing different premium options but leaning towards your product
caroline51@example.net,+91 8249374978,47,46-55,820,Married with Children,2992222.32,High,"Looking for long-term partnership, not just one-time purchase"
ericolson@example.org,+91 8468136018,52,46-55,820,Married with Children,2517317.01,High,"Budget approved by management, ready to proceed"
megan51@example.com,+91 7342527838,28,26-35,665,Married with Children,721313.67,Low,"Heard about your company, wanted to check what you offer"
lindsaybruce@example.net,+91 7727132906,57,56-65,820,Married,2371070.83,High,Expansion plans require robust solution like yours
lynchdiane@example.net,+91 6607921252,72,65+,777,Divorced,1099169.73,High,"Very interested in premium products, please schedule a demo"
anthony44@example.com,+91 6775322576,51,46-55,760,Married,1117459.14,High,"Very interested in premium products, please schedule a demo"
adam29@example.net,+91 7348024232,46,46-55,658,Married with Children,1161660.21,Low,Waiting for next quarter budget allocation to decide
vjones@example.net,+91 8136728177,29,26-35,772,Married,1532290.97,High,"My colleague recommended your service, very interested"
davisalyssa@example.com,+91 6115668575,40,36-45,691,Married with Children,1898825.41,High,Looking for high-quality solutions for my business needs
kchavez@example.com,+91 7009613461,46,46-55,639,Divorced,1045758.32,Low,"Too many features, looking for something simpler"
jennifer99@example.org,+91 6784981835,51,46-55,790,Single Parent,1375509.54,High,"Very interested in premium products, please schedule a demo"
moorekaren@example.org,+91 9331098635,19,18-25,789,Single,328785.95,Low,"Small business, concerned about ongoing costs"
nelsonebony@example.com,+91 6469016529,39,36-45,720,Divorced,950186.39,High,"Budget approved by management, ready to proceed"
nperry@example.net,+91 6498927253,51,46-55,702,Divorced,1721378.49,High,"Need urgent solution for my project, can we fast-track this?"
reeddaniel@example.net,+91 8586253289,24,18-25,703,Single,637086.07,Low,"Looking for good value deals, can you provide better pricing?"
trose@example.org,+91 8812103454,26,26-35,706,Single,968839.11,High,"Impressed with your product features, let's discuss pricing"
randallgreene@example.org,+91 7039086646,37,36-45,680,Married with Children,1498774.93,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
kevinclark@example.org,+91 6455830549,19,18-25,634,Single,326461.14,Low,"Heard about your company, wanted to check what you offer"
keith10@example.com,+91 9903684169,24,18-25,726,Single,499778.82,Low,"Just browsing for now, collecting information for future"
ythompson@example.net,+91 6866291680,39,36-45,733,Married with Children,1424796.39,High,"Willing to pay for quality service, budget is not a constraint"
vincentwhitaker@example.com,+91 6009292780,27,26-35,548,Married,848688.85,Low,Product looks good but need to understand implementation process
sandersjudy@example.com,+91 6984458777,43,36-45,706,Divorced,414784.78,Low,"Too many features, looking for something simpler"
stevenschristian@example.com,+91 9004179441,63,56-65,800,Married,2305625.1,High,Expansion plans require robust solution like yours
tberry@example.net,+91 6313778462,19,18-25,686,Single,419226.76,Low,"Considering options carefully, need more technical details"
zroberts@example.org,+91 8109200072,42,36-45,769,Single Parent,1424971.27,High,"Impressed with your product features, let's discuss pricing"
george97@example.net,+91 6500895976,29,26-35,749,Single,881500.59,Low,Budget constraints prevent immediate purchase
christopher13@example.com,+91 6983233910,56,56-65,677,Divorced,748516.13,Low,"Price is a major concern, looking for budget-friendly options"
zwarren@example.com,+91 7866013326,47,46-55,718,Single Parent,963334.65,High,Expansion plans require robust solution like yours
jeffrey21@example.net,+91 7351354276,38,36-45,810,Married with Children,2441906.38,High,Ready to make a purchase decision within this week
schmidtjames@example.com,+91 7464482509,22,18-25,665,Married,916319.7,Low,"Looking for good value deals, can you provide better pricing?"
jessica23@example.org,+91 7695618990,23,18-25,713,Married,725791.09,Low,Impressed by features but implementation seems complex
jonathanthompson@example.org,+91 7091572881,40,36-45,780,Single Parent,1242683.92,High,"Looking for long-term partnership, not just one-time purchase"
thompsonkendra@example.com,+91 9514541637,34,26-35,691,Single,871808.87,High,"Looking for long-term partnership, not just one-time purchase"
wwebster@example.net,+91 7021572977,31,26-35,647,Married,686681.59,Low,Comparing features and prices with 2-3 other vendors
kmaldonado@example.net,+91 9839983999,42,36-45,694,Married,714508.62,Low,"Just browsing for now, collecting information for future"
